train_no,train_name,station,average_delay_min,right_time_0_15,slight_delay_15_60,significant_delay_60+
13149,Kanchan Kanya Express,"PAKUR (PKR)
								
Avg. Delay: 33 Min's",33.0,0.0,1.0,0.0
13149,Kanchan Kanya Express,"RAMPUR HAT (RPH)
								
Avg. Delay: 35 Min's",35.0,0.0,1.0,0.0
13149,Kanchan Kanya Express,"SAINTHIA (SNT)
								
Avg. Delay: 36 Min's",36.0,0.0,1.0,0.0
13149,Kanchan Kanya Express,"SEALDAH (SDAH)
								
Avg. Delay: 1 Min's",1.0,1.0,0.0,0.0
13149,Kanchan Kanya Express,"SILIGURI JN (SGUJ)
								
Avg. Delay: 19 Min's",19.0,0.0,1.0,0.0
13149,Kanchan Kanya Express,"THAKURGANJ (TKG)
								
Avg. Delay: 40 Min's",40.0,0.0,1.0,0.0
13150,Kanchan Kanya Express,"AHMADPUR JN (AMP)
								
Avg. Delay: 27 Min's",27.0,0.0,1.0,0.0
13150,Kanchan Kanya Express,"ALIPUR DUAR JN (APDJ)
								
Avg. Delay: 2 Min's",2.0,1.0,0.0,0.0
13150,Kanchan Kanya Express,"ALUABARI ROAD (AUB)
								
Avg. Delay: 37 Min's",37.0,0.0,1.0,0.0
13150,Kanchan Kanya Express,"BAGHDOGRA (BORA)
								
Avg. Delay: 31 Min's",31.0,0.0,1.0,0.0
13150,Kanchan Kanya Express,"BANARHAT (BNQ)
								
Avg. Delay: 30 Min's",30.0,0.0,1.0,0.0
13150,Kanchan Kanya Express,"BARDDHAMAN JN (BWN)
								
Avg. Delay: 29 Min's",29.0,0.0,1.0,0.0
13150,Kanchan Kanya Express,"BARSOI JN (BOE)
								
Avg. Delay: 46 Min's",46.0,0.0,1.0,0.0
13150,Kanchan Kanya Express,"BHALUKA ROAD F (BKRD)
								
Avg. Delay: 55 Min's",55.0,0.0,1.0,0.0
13150,Kanchan Kanya Express,"BIDHAN NAGAR (BNXR)
								
Avg. Delay: 9 Min's",9.0,1.0,0.0,0.0
13150,Kanchan Kanya Express,"BOLPUR S NIKTN (BHP)
								
Avg. Delay: 28 Min's",28.0,0.0,1.0,0.0
13150,Kanchan Kanya Express,"DAKHINESWAR (DAKE)
								
Avg. Delay: 5 Min's",5.0,1.0,0.0,0.0
13150,Kanchan Kanya Express,"DALGAON (DLO)
								
Avg. Delay: 24 Min's",24.0,0.0,1.0,0.0
13150,Kanchan Kanya Express,"DALKOLHA (DLK)
								
Avg. Delay: 44 Min's",44.0,0.0,1.0,0.0
13150,Kanchan Kanya Express,"HAMILTONGANJ (HOJ)
								
Avg. Delay: 11 Min's",11.0,1.0,0.0,0.0
13150,Kanchan Kanya Express,"HARISCHANDRPUR (HCR)
								
Avg. Delay: 47 Min's",47.0,0.0,1.0,0.0
13150,Kanchan Kanya Express,"HASIMARA (HSA)
								
Avg. Delay: 16 Min's",16.0,0.0,1.0,0.0
13150,Kanchan Kanya Express,"KAMARKUNDU (KQU)
								
Avg. Delay: 34 Min's",34.0,0.0,1.0,0.0
13150,Kanchan Kanya Express,"KISHANGANJ (KNE)
								
Avg. Delay: 40 Min's",40.0,0.0,1.0,0.0
13150,Kanchan Kanya Express,"MADARIHAT (MDT)
								
Avg. Delay: 13 Min's",13.0,1.0,0.0,0.0
13150,Kanchan Kanya Express,"MALDA TOWN (MLDT)
								
Avg. Delay: 12 Min's",12.0,1.0,0.0,0.0
13150,Kanchan Kanya Express,"NAKSALBARI (NAK)
								
Avg. Delay: 30 Min's",30.0,0.0,1.0,0.0
13150,Kanchan Kanya Express,"NEW FARAKKA JN (NFK)
								
Avg. Delay: 11 Min's",11.0,1.0,0.0,0.0
13150,Kanchan Kanya Express,"NEW MAL JN (NMZ)
								
Avg. Delay: 46 Min's",46.0,0.0,1.0,0.0
13150,Kanchan Kanya Express,"PAKUR (PKR)
								
Avg. Delay: 13 Min's",13.0,1.0,0.0,0.0
13150,Kanchan Kanya Express,"RAMPUR HAT (RPH)
								
Avg. Delay: 26 Min's",26.0,0.0,1.0,0.0
13150,Kanchan Kanya Express,"SAINTHIA (SNT)
								
Avg. Delay: 29 Min's",29.0,0.0,1.0,0.0
13150,Kanchan Kanya Express,"SEALDAH (SDAH)
								
Avg. Delay: 6 Min's",6.0,1.0,0.0,0.0
13150,Kanchan Kanya Express,"SILIGURI JN (SGUJ)
								
Avg. Delay: 29 Min's",29.0,0.0,1.0,0.0
13150,Kanchan Kanya Express,"THAKURGANJ (TKG)
								
Avg. Delay: 30 Min's",30.0,0.0,1.0,0.0
13173,Kanchanjungha Express,"AGARTALA (AGTL)
								
Avg. Delay: 78 Min's",78.0,0.0,0.0,1.0
13173,Kanchanjungha Express,"AHMADPUR JN (AMP)
								
Avg. Delay: 43 Min's",43.0,0.0,1.0,0.0
13173,Kanchanjungha Express,"ALUABARI ROAD (AUB)
								
Avg. Delay: 66 Min's",66.0,0.0,0.0,1.0
13173,Kanchanjungha Express,"AMBASA (ABSA)
								
Avg. Delay: 76 Min's",76.0,0.0,0.0,1.0
13173,Kanchanjungha Express,"BADARPUR JN (BPB)
								
Avg. Delay: 64 Min's",64.0,0.0,0.0,1.0
13173,Kanchanjungha Express,"BARDDHAMAN JN (BWN)
								
Avg. Delay: 32 Min's",32.0,0.0,1.0,0.0
13173,Kanchanjungha Express,"BARPETA ROAD (BPRD)
								
Avg. Delay: 62 Min's",62.0,0.0,0.0,1.0
13173,Kanchanjungha Express,"BARSOI JN (BOE)
								
Avg. Delay: 60 Min's",60.0,0.0,1.0,0.0
13173,Kanchanjungha Express,"BIHARA (BHZ)
								
Avg. Delay: 41 Min's",41.0,0.0,1.0,0.0
13173,Kanchanjungha Express,"BOLPUR S NIKTN (BHP)
								
Avg. Delay: 44 Min's",44.0,0.0,1.0,0.0
13173,Kanchanjungha Express,"DAKHINESWAR (DAKE)
								
Avg. Delay: 18 Min's",18.0,0.0,1.0,0.0
13173,Kanchanjungha Express,"DALKOLHA (DLK)
								
Avg. Delay: 68 Min's",68.0,0.0,0.0,1.0
13173,Kanchanjungha Express,"DHARMANAGAR (DMR)
								
Avg. Delay: 78 Min's",78.0,0.0,0.0,1.0
13173,Kanchanjungha Express,"DHUPGURI (DQG)
								
Avg. Delay: 48 Min's",48.0,0.0,1.0,0.0
13173,Kanchanjungha Express,"FAKIRAGRAM JN (FKM)
								
Avg. Delay: 65 Min's",65.0,0.0,0.0,1.0
13173,Kanchanjungha Express,"FALAKATA (FLK)
								
Avg. Delay: 47 Min's",47.0,0.0,1.0,0.0
13173,Kanchanjungha Express,"GOSSAIGAON HAT (GOGH)
								
Avg. Delay: 55 Min's",55.0,0.0,1.0,0.0
13173,Kanchanjungha Express,"GUWAHATI (GHY)
								
Avg. Delay: 54 Min's",54.0,0.0,1.0,0.0
13173,Kanchanjungha Express,"HOJAI (HJI)
								
Avg. Delay: 71 Min's",71.0,0.0,0.0,1.0
13173,Kanchanjungha Express,"JALPAIGURI ROAD (JPE)
								
Avg. Delay: 34 Min's",34.0,0.0,1.0,0.0
13173,Kanchanjungha Express,"KAMAKHYA (KYQ)
								
Avg. Delay: 37 Min's",37.0,0.0,1.0,0.0
13173,Kanchanjungha Express,"KAMAKHYAGURI (KAMG)
								
Avg. Delay: 52 Min's",52.0,0.0,1.0,0.0
13173,Kanchanjungha Express,"KISHANGANJ (KNE)
								
Avg. Delay: 58 Min's",58.0,0.0,1.0,0.0
13173,Kanchanjungha Express,"KOKRAJHAR (KOJ)
								
Avg. Delay: 71 Min's",71.0,0.0,0.0,1.0
13173,Kanchanjungha Express,"KUMARGHAT (KUGT)
								
Avg. Delay: 80 Min's",80.0,0.0,0.0,1.0
13173,Kanchanjungha Express,"LANKA (LKA)
								
Avg. Delay: 72 Min's",72.0,0.0,0.0,1.0
13173,Kanchanjungha Express,"LUMDING JN (LMG)
								
Avg. Delay: 65 Min's",65.0,0.0,0.0,1.0
13173,Kanchanjungha Express,"MALDA TOWN (MLDT)
								
Avg. Delay: 35 Min's",35.0,0.0,1.0,0.0
13173,Kanchanjungha Express,"MURARAI (MRR)
								
Avg. Delay: 73 Min's",73.0,0.0,0.0,1.0
13173,Kanchanjungha Express,"NEW ALIPURDAUR (NOQ)
								
Avg. Delay: 47 Min's",47.0,0.0,1.0,0.0
13173,Kanchanjungha Express,"NEW BONGAIGAON (NBQ)
								
Avg. Delay: 56 Min's",56.0,0.0,1.0,0.0
13173,Kanchanjungha Express,"NEW COOCH BEHAR (NCB)
								
Avg. Delay: 46 Min's",46.0,0.0,1.0,0.0
13173,Kanchanjungha Express,"NEW FARAKKA JN (NFK)
								
Avg. Delay: 37 Min's",37.0,0.0,1.0,0.0
13173,Kanchanjungha Express,"NEW HAFLONG (NHLG)
								
Avg. Delay: 66 Min's",66.0,0.0,0.0,1.0
13173,Kanchanjungha Express,"NEW JALPAIGURI (NJP)
								
Avg. Delay: 43 Min's",43.0,0.0,1.0,0.0
13173,Kanchanjungha Express,"NEW KARIMGANJ (NKMG)
								
Avg. Delay: 70 Min's",70.0,0.0,0.0,1.0
13173,Kanchanjungha Express,"NEW MAYNAGURI (NMX)
								
Avg. Delay: 37 Min's",37.0,0.0,1.0,0.0
13173,Kanchanjungha Express,"PAKUR (PKR)
								
Avg. Delay: 76 Min's",76.0,0.0,0.0,1.0
13173,Kanchanjungha Express,"RAMPUR HAT (RPH)
								
Avg. Delay: 59 Min's",59.0,0.0,1.0,0.0
13173,Kanchanjungha Express,"RANGIYA JN (RNY)
								
Avg. Delay: 54 Min's",54.0,0.0,1.0,0.0
13173,Kanchanjungha Express,"SABROOM (SBRM)
								
Avg. Delay: 22 Min's",22.0,0.0,1.0,0.0
13173,Kanchanjungha Express,"SAINTHIA (SNT)
								
Avg. Delay: 47 Min's",47.0,0.0,1.0,0.0
13173,Kanchanjungha Express,"SAMSI (SM)
								
Avg. Delay: 46 Min's",46.0,0.0,1.0,0.0
13173,Kanchanjungha Express,"SEALDAH (SDAH)
								
Avg. Delay: 9 Min's",9.0,1.0,0.0,0.0
13173,Kanchanjungha Express,"UDAIPUR TRIPURA (UDPU)
								
Avg. Delay: 70 Min's",70.0,0.0,0.0,1.0
13174,Kanchanjungha Express,"AGARTALA (AGTL)
								
Avg. Delay: 32 Min's",32.0,0.0,1.0,0.0
13174,Kanchanjungha Express,"AHMADPUR JN (AMP)
								
Avg. Delay: 69 Min's",69.0,0.0,0.0,1.0
13174,Kanchanjungha Express,"ALUABARI ROAD (AUB)
								
Avg. Delay: 49 Min's",49.0,0.0,1.0,0.0
13174,Kanchanjungha Express,"AMBASA (ABSA)
								
Avg. Delay: 35 Min's",35.0,0.0,1.0,0.0
13174,Kanchanjungha Express,"BADARPUR JN (BPB)
								
Avg. Delay: 52 Min's",52.0,0.0,1.0,0.0
13174,Kanchanjungha Express,"BARDDHAMAN JN (BWN)
								
Avg. Delay: 76 Min's",76.0,0.0,0.0,1.0
13174,Kanchanjungha Express,"BARPETA ROAD (BPRD)
								
Avg. Delay: 56 Min's",56.0,0.0,1.0,0.0
13174,Kanchanjungha Express,"BARSOI JN (BOE)
								
Avg. Delay: 50 Min's",50.0,0.0,1.0,0.0
13174,Kanchanjungha Express,"BIHARA (BHZ)
								
Avg. Delay: 53 Min's",53.0,0.0,1.0,0.0
13174,Kanchanjungha Express,"BOLPUR S NIKTN (BHP)
								
Avg. Delay: 70 Min's",70.0,0.0,0.0,1.0
13174,Kanchanjungha Express,"DAKHINESWAR (DAKE)
								
Avg. Delay: 30 Min's",30.0,0.0,1.0,0.0
13174,Kanchanjungha Express,"DALKOLHA (DLK)
								
Avg. Delay: 56 Min's",56.0,0.0,1.0,0.0
13174,Kanchanjungha Express,"DHARMANAGAR (DMR)
								
Avg. Delay: 26 Min's",26.0,0.0,1.0,0.0
13174,Kanchanjungha Express,"DHUPGURI (DQG)
								
Avg. Delay: 75 Min's",75.0,0.0,0.0,1.0
13174,Kanchanjungha Express,"FAKIRAGRAM JN (FKM)
								
Avg. Delay: 57 Min's",57.0,0.0,1.0,0.0
13174,Kanchanjungha Express,"FALAKATA (FLK)
								
Avg. Delay: 77 Min's",77.0,0.0,0.0,1.0
13174,Kanchanjungha Express,"GOSSAIGAON HAT (GOGH)
								
Avg. Delay: 56 Min's",56.0,0.0,1.0,0.0
13174,Kanchanjungha Express,"GUWAHATI (GHY)
								
Avg. Delay: 48 Min's",48.0,0.0,1.0,0.0
13174,Kanchanjungha Express,"HOJAI (HJI)
								
Avg. Delay: 42 Min's",42.0,0.0,1.0,0.0
13174,Kanchanjungha Express,"JALPAIGURI ROAD (JPE)
								
Avg. Delay: 73 Min's",73.0,0.0,0.0,1.0
13174,Kanchanjungha Express,"KAMAKHYA (KYQ)
								
Avg. Delay: 52 Min's",52.0,0.0,1.0,0.0
13174,Kanchanjungha Express,"KAMAKHYAGURI (KAMG)
								
Avg. Delay: 62 Min's",62.0,0.0,0.0,1.0
13174,Kanchanjungha Express,"KISHANGANJ (KNE)
								
Avg. Delay: 50 Min's",50.0,0.0,1.0,0.0
13174,Kanchanjungha Express,"KOKRAJHAR (KOJ)
								
Avg. Delay: 52 Min's",52.0,0.0,1.0,0.0
13174,Kanchanjungha Express,"KUMARGHAT (KUGT)
								
Avg. Delay: 26 Min's",26.0,0.0,1.0,0.0
13174,Kanchanjungha Express,"LANKA (LKA)
								
Avg. Delay: 39 Min's",39.0,0.0,1.0,0.0
13174,Kanchanjungha Express,"LUMDING JN (LMG)
								
Avg. Delay: 43 Min's",43.0,0.0,1.0,0.0
13174,Kanchanjungha Express,"MALDA TOWN (MLDT)
								
Avg. Delay: 36 Min's",36.0,0.0,1.0,0.0
13174,Kanchanjungha Express,"MURARAI (MRR)
								
Avg. Delay: 46 Min's",46.0,0.0,1.0,0.0
13174,Kanchanjungha Express,"NEW ALIPURDAUR (NOQ)
								
Avg. Delay: 64 Min's",64.0,0.0,0.0,1.0
13174,Kanchanjungha Express,"NEW BONGAIGAON (NBQ)
								
Avg. Delay: 48 Min's",48.0,0.0,1.0,0.0
13174,Kanchanjungha Express,"NEW COOCH BEHAR (NCB)
								
Avg. Delay: 63 Min's",63.0,0.0,0.0,1.0
13174,Kanchanjungha Express,"NEW FARAKKA JN (NFK)
								
Avg. Delay: 45 Min's",45.0,0.0,1.0,0.0
13174,Kanchanjungha Express,"NEW HAFLONG (NHLG)
								
Avg. Delay: 51 Min's",51.0,0.0,1.0,0.0
13174,Kanchanjungha Express,"NEW JALPAIGURI (NJP)
								
Avg. Delay: 39 Min's",39.0,0.0,1.0,0.0
13174,Kanchanjungha Express,"NEW KARIMGANJ (NKMG)
								
Avg. Delay: 35 Min's",35.0,0.0,1.0,0.0
13174,Kanchanjungha Express,"NEW MAYNAGURI (NMX)
								
Avg. Delay: 76 Min's",76.0,0.0,0.0,1.0
13174,Kanchanjungha Express,"PAKUR (PKR)
								
Avg. Delay: 43 Min's",43.0,0.0,1.0,0.0
13174,Kanchanjungha Express,"RAMPUR HAT (RPH)
								
Avg. Delay: 62 Min's",62.0,0.0,0.0,1.0
13174,Kanchanjungha Express,"RANGIYA JN (RNY)
								
Avg. Delay: 55 Min's",55.0,0.0,1.0,0.0
13174,Kanchanjungha Express,"SABROOM (SBRM)
								
Avg. Delay: 4 Min's",4.0,1.0,0.0,0.0
13174,Kanchanjungha Express,"SAINTHIA (SNT)
								
Avg. Delay: 69 Min's",69.0,0.0,0.0,1.0
13174,Kanchanjungha Express,"SAMSI (SM)
								
Avg. Delay: 45 Min's",45.0,0.0,1.0,0.0
13174,Kanchanjungha Express,"SEALDAH (SDAH)
								
Avg. Delay: 29 Min's",29.0,0.0,1.0,0.0
13174,Kanchanjungha Express,"UDAIPUR TRIPURA (UDPU)
								
Avg. Delay: 8 Min's",8.0,1.0,0.0,0.0
13181,Kaziranga Express,"BARDDHAMAN JN (BWN)
								
Avg. Delay: 24 Min's",24.0,0.0,1.0,0.0
13181,Kaziranga Express,"BOLPUR S NIKTN (BHP)
								
Avg. Delay: 35 Min's",35.0,0.0,1.0,0.0
13181,Kaziranga Express,"CHAPARMUKH JN (CPK)
								
Avg. Delay: 34 Min's",34.0,0.0,1.0,0.0
13181,Kaziranga Express,"FAKIRAGRAM JN (FKM)
								
Avg. Delay: 32 Min's",32.0,0.0,1.0,0.0
13181,Kaziranga Express,"GUWAHATI (GHY)
								
Avg. Delay: 26 Min's",26.0,0.0,1.0,0.0
13181,Kaziranga Express,"JAGI ROAD (JID)
								
Avg. Delay: 33 Min's",33.0,0.0,1.0,0.0
13181,Kaziranga Express,"JAKHALABANDHA (JKB)
								
Avg. Delay: 24 Min's",24.0,0.0,1.0,0.0
13181,Kaziranga Express,"KAMAKHYA (KYQ)
								
Avg. Delay: 10 Min's",10.0,1.0,0.0,0.0
13181,Kaziranga Express,"KOLKATA (KOAA)
								
Avg. Delay: 1 Min's",1.0,1.0,0.0,0.0
13181,Kaziranga Express,"MALDA TOWN (MLDT)
								
Avg. Delay: 14 Min's",14.0,1.0,0.0,0.0
13181,Kaziranga Express,"NAGAON (NGAN)
								
Avg. Delay: 25 Min's",25.0,0.0,1.0,0.0
13181,Kaziranga Express,"NEW ALIPURDAUR (NOQ)
								
Avg. Delay: 32 Min's",32.0,0.0,1.0,0.0
13181,Kaziranga Express,"NEW BONGAIGAON (NBQ)
								
Avg. Delay: 7 Min's",7.0,1.0,0.0,0.0
13181,Kaziranga Express,"NEW COOCH BEHAR (NCB)
								
Avg. Delay: 37 Min's",37.0,0.0,1.0,0.0
13181,Kaziranga Express,"NEW JALPAIGURI (NJP)
								
Avg. Delay: 13 Min's",13.0,1.0,0.0,0.0
13181,Kaziranga Express,"RAMPUR HAT (RPH)
								
Avg. Delay: 45 Min's",45.0,0.0,1.0,0.0
13181,Kaziranga Express,"SILGHAT TOWN (SHTT)
								
Avg. Delay: -13 Min's",-13.0,1.0,0.0,0.0
13182,Kaziranga Express,"BARDDHAMAN JN (BWN)
								
Avg. Delay: 72 Min's",72.0,0.0,0.0,1.0
13182,Kaziranga Express,"BOLPUR S NIKTN (BHP)
								
Avg. Delay: 55 Min's",55.0,0.0,1.0,0.0
13182,Kaziranga Express,"CHAPARMUKH JN (CPK)
								
Avg. Delay: 7 Min's",7.0,1.0,0.0,0.0
13182,Kaziranga Express,"FAKIRAGRAM JN (FKM)
								
Avg. Delay: 14 Min's",14.0,1.0,0.0,0.0
13182,Kaziranga Express,"GUWAHATI (GHY)
								
Avg. Delay: 8 Min's",8.0,1.0,0.0,0.0
13182,Kaziranga Express,"JAGI ROAD (JID)
								
Avg. Delay: 12 Min's",12.0,1.0,0.0,0.0
13182,Kaziranga Express,"JAKHALABANDHA (JKB)
								
Avg. Delay: 0 Min's",0.0,1.0,0.0,0.0
13182,Kaziranga Express,"KAMAKHYA (KYQ)
								
Avg. Delay: 3 Min's",3.0,1.0,0.0,0.0
13182,Kaziranga Express,"KOLKATA (KOAA)
								
Avg. Delay: 41 Min's",41.0,0.0,1.0,0.0
13182,Kaziranga Express,"MALDA TOWN (MLDT)
								
Avg. Delay: 5 Min's",5.0,1.0,0.0,0.0
13182,Kaziranga Express,"NAGAON (NGAN)
								
Avg. Delay: 7 Min's",7.0,1.0,0.0,0.0
13182,Kaziranga Express,"NEW ALIPURDAUR (NOQ)
								
Avg. Delay: 17 Min's",17.0,0.0,1.0,0.0
13182,Kaziranga Express,"NEW BONGAIGAON (NBQ)
								
Avg. Delay: 1 Min's",1.0,1.0,0.0,0.0
13182,Kaziranga Express,"NEW COOCH BEHAR (NCB)
								
Avg. Delay: 38 Min's",38.0,0.0,1.0,0.0
13182,Kaziranga Express,"NEW JALPAIGURI (NJP)
								
Avg. Delay: 3 Min's",3.0,1.0,0.0,0.0
13182,Kaziranga Express,"RAMPUR HAT (RPH)
								
Avg. Delay: 28 Min's",28.0,0.0,1.0,0.0
13182,Kaziranga Express,"SILGHAT TOWN (SHTT)
								
Avg. Delay: 1 Min's",1.0,1.0,0.0,0.0
13465,Intercity Express,"AMBIKA KALNA (ABKA)
								
Avg. Delay: 14 Min's",14.0,1.0,0.0,0.0
13465,Intercity Express,"AZIMGANJ JN (AZ)
								
Avg. Delay: 19 Min's",19.0,0.0,1.0,0.0
13465,Intercity Express,"BANDEL JN (BDC)
								
Avg. Delay: 8 Min's",8.0,1.0,0.0,0.0
13465,Intercity Express,"BAZARSAU (BZLE)
								
Avg. Delay: 9 Min's",9.0,1.0,0.0,0.0
13465,Intercity Express,"DHULIAN GANGA (DGLE)
								
Avg. Delay: 37 Min's",37.0,0.0,1.0,0.0
13465,Intercity Express,"HOWRAH JN (HWH)
								
Avg. Delay: 1 Min's",1.0,1.0,0.0,0.0
13465,Intercity Express,"JANGIPUR ROAD (JRLE)
								
Avg. Delay: 31 Min's",31.0,0.0,1.0,0.0
13465,Intercity Express,"KATWA (KWAE)
								
Avg. Delay: 4 Min's",4.0,1.0,0.0,0.0
13465,Intercity Express,"KHAGRAGHAT ROAD (KGLE)
								
Avg. Delay: 16 Min's",16.0,0.0,1.0,0.0
13465,Intercity Express,"KHALTIPUR (KTJ)
								
Avg. Delay: 42 Min's",42.0,0.0,1.0,0.0
13465,Intercity Express,"MALDA TOWN (MLDT)
								
Avg. Delay: 25 Min's",25.0,0.0,1.0,0.0
13465,Intercity Express,"NABADWIP DHAM (NDAE)
								
Avg. Delay: 20 Min's",20.0,0.0,1.0,0.0
13465,Intercity Express,"NEW FARAKKA JN (NFK)
								
Avg. Delay: 43 Min's",43.0,0.0,1.0,0.0
13465,Intercity Express,"NIMTITA (NILE)
								
Avg. Delay: 35 Min's",35.0,0.0,1.0,0.0
13465,Intercity Express,"SALAR (SALE)
								
Avg. Delay: 7 Min's",7.0,1.0,0.0,0.0
13466,Intercity Express,"AMBIKA KALNA (ABKA)
								
Avg. Delay: 12 Min's",12.0,1.0,0.0,0.0
13466,Intercity Express,"AZIMGANJ JN (AZ)
								
Avg. Delay: 5 Min's",5.0,1.0,0.0,0.0
13466,Intercity Express,"BANDEL JN (BDC)
								
Avg. Delay: 9 Min's",9.0,1.0,0.0,0.0
13466,Intercity Express,"BAZARSAU (BZLE)
								
Avg. Delay: 12 Min's",12.0,1.0,0.0,0.0
13466,Intercity Express,"DHULIAN GANGA (DGLE)
								
Avg. Delay: 14 Min's",14.0,1.0,0.0,0.0
13466,Intercity Express,"HOWRAH JN (HWH)
								
Avg. Delay: -11 Min's",-11.0,1.0,0.0,0.0
13466,Intercity Express,"JANGIPUR ROAD (JRLE)
								
Avg. Delay: 17 Min's",17.0,0.0,1.0,0.0
13466,Intercity Express,"KATWA (KWAE)
								
Avg. Delay: 8 Min's",8.0,1.0,0.0,0.0
13466,Intercity Express,"KHAGRAGHAT ROAD (KGLE)
								
Avg. Delay: 10 Min's",10.0,1.0,0.0,0.0
13466,Intercity Express,"KHALTIPUR (KTJ)
								
Avg. Delay: 16 Min's",16.0,0.0,1.0,0.0
13466,Intercity Express,"MALDA TOWN (MLDT)
								
Avg. Delay: 1 Min's",1.0,1.0,0.0,0.0
13466,Intercity Express,"NABADWIP DHAM (NDAE)
								
Avg. Delay: 11 Min's",11.0,1.0,0.0,0.0
13466,Intercity Express,"NEW FARAKKA JN (NFK)
								
Avg. Delay: 15 Min's",15.0,1.0,0.0,0.0
13466,Intercity Express,"NIMTITA (NILE)
								
Avg. Delay: 17 Min's",17.0,0.0,1.0,0.0
13466,Intercity Express,"SALAR (SALE)
								
Avg. Delay: 15 Min's",15.0,1.0,0.0,0.0
22897,Kandari Express,"DIGHA FLAG STN (DGHA)
								
Avg. Delay: 149 Min's",149.0,0.0,0.0,1.0
22897,Kandari Express,"HOWRAH JN (HWH)
								
Avg. Delay: 124 Min's",124.0,0.0,0.0,1.0
22897,Kandari Express,"KANTHI P H (KATI)
								
Avg. Delay: 163 Min's",163.0,0.0,0.0,1.0
22897,Kandari Express,"MECHEDA (MCA)
								
Avg. Delay: 147 Min's",147.0,0.0,0.0,1.0
22897,Kandari Express,"RAMNAGAR BENGAL (RMRB)
								
Avg. Delay: 156 Min's",156.0,0.0,0.0,1.0
22897,Kandari Express,"SANTRAGACHI JN (SRC)
								
Avg. Delay: 137 Min's",137.0,0.0,0.0,1.0
22897,Kandari Express,"TAMLUK (TMZ)
								
Avg. Delay: 150 Min's",150.0,0.0,0.0,1.0
22897,Kandari Express,"ULUBARIA (ULB)
								
Avg. Delay: 144 Min's",144.0,0.0,0.0,1.0
22898,Kandari Express,"DIGHA FLAG STN (DGHA)
								
Avg. Delay: 122 Min's",122.0,0.0,0.0,1.0
22898,Kandari Express,"HOWRAH JN (HWH)
								
Avg. Delay: 196 Min's",196.0,0.0,0.0,1.0
22898,Kandari Express,"KANTHI P H (KATI)
								
Avg. Delay: 148 Min's",148.0,0.0,0.0,1.0
22898,Kandari Express,"MECHEDA (MCA)
								
Avg. Delay: 175 Min's",175.0,0.0,0.0,1.0
22898,Kandari Express,"RAMNAGAR BENGAL (RMRB)
								
Avg. Delay: 143 Min's",143.0,0.0,0.0,1.0
22898,Kandari Express,"SANTRAGACHI JN (SRC)
								
Avg. Delay: 197 Min's",197.0,0.0,0.0,1.0
22898,Kandari Express,"TAMLUK (TMZ)
								
Avg. Delay: 157 Min's",157.0,0.0,0.0,1.0
22898,Kandari Express,"ULUBARIA (ULB)
								
Avg. Delay: 183 Min's",183.0,0.0,0.0,1.0
